num,csa,tpop13,male13,female13,paa13,pwhite13,pasi13,p2more13,ppac13,phisp13,racdiv13,age5_13,age18_13,age24_13,age64_13,age65_13,hhs13,femhhs13,fam13,hhsize13,mhhi13,hh25inc13,hh40inc13,hh60inc13,hh75inc13,hhm7513,gini13,hhpov13,hhchpov13,salepr13,dom13,shomes13,ownroc13,fore13,vacant13,vio13,resrehab13,totalres13,cashsa13,reosa13,,demper13,constper13,baltvac13,affordm13,affordr13,hista13X,homta13X,ownta13X,nomail13,crime13,,viol13,prop13,domvio13,juvarr13,juvviol13,juvdrug13,shoot13,gunhom13,caslt13,narc13,caracc13,,,,eattend13,mattend13,hsattend13,,aastud13,wstud13,hstud13,abse13,absmd13,abshs13,susp13,farms13,sped13,,ready13,math313,read313,math513,read513,math813,read813,hsaeng13,hsabio13,hsagov13,hsaalg13,drop13,compl13,,sclsw13,,,,sclemp13,teenbir13,termbir13,birthwt13,prenatal13,leadtest13,ebll13,leadv13,tanf13,,,liquor13,fastfd13,,,,lifexp13,mort1_13,mort14_13,mort24_13,mort44_13,mort64_13,mort84_13,mort85_13,,,,,,,libcard13,,,artbus13,artemp13,,empl13,unempl13,nilf13,unempr13,lesshs13,somecol13,bahigh13,comprop13,crehab13,numbus13,totemp13,smlbus13,wrkout13,,,banks13,biz1_13,biz2_13,biz4_13,prbprl13,,,,neiind13,neibus13,neiemp13,regvote13,voted13,dirtyst13,clogged13,drvalone13,carpool13,pubtran13,walked13,trav14_13,trav29_13,trav44_13,trav45_13,trees13,,,cmos13,waterc13,,,,,,heatgas13,elheat13,novhcl13,,weather13,wlksc13,,,,,bkln13,,othrcom13,eenrol13,menrol13,hsenrol13,hfai13,treeplnt13
11,Cross-Country/Cheswolde,,,,,,,,,,,,,,,,,,,,54641.6411,18.6876,16.4835,20.246,11.6559,32.9269,,12.4311,17.0376,"$131,250 ",38,119,83.1111,1.265,0.1026,0.5128,4.1709,2925,52.54237288,1.694915254,,0.68,3.08,0,53.20910973,41.37537994,0.341880342,438.974359,63.24786325,2.25643,17.49271137,,0.997391438,16.11170784,,,,,,0,,,,,,,210,114,140,,77.05,8.4,7.28,10.9524,7.0175,22.8571,1.293103448,64.92537313,13.43283582,,69.23,76.09,78.26,73.33,86.67,69.23,78.38,46.80851064,52.94117647,70.96774194,26.82926829,0,78.26086957,,6.034482759,,,,99.17898194,11.0864745,95.1,95.1048951,63.28671329,,,,1.399067288,,,0,0,,,,85.3,2.1,0.7,3.3,3.2,43.5,155.6,707.8,,,,,,,105.1864355,,,0.690501765,19,,70.60277358,6.412192778,22.98503364,8.325904796,4.730713246,39.95633188,55.31295488,24,4.166666667,269,1231,260,,,,0,2.602230483,19.70260223,45.72490706,0.814470066,,,,178,13.65659046,700,,,3.529231241,2.148227712,74.12140575,13.60646495,10.16726179,1.653824469,20.4660778,41.32681827,25.23961661,12.96748731,,,,,,,,,,,60.64204862,32.90035257,11.35646688,,0.341880342,,,,,,,,0.451043037,200,104,127,,2
12,Dickeyville/Franklintown,,,,,,,,,,,,,,,,,,,,31701,41.9957,15.9018,24.333,5.8164,11.953,,26.257,36.8915,"$235,000 ",45,9,68.323,1.5528,2.4845,2.1739,2.795,322,30.76923077,0,,3.11,6.21,0,39.66480447,54.07854985,9.316770186,475.1552795,49.68944099,2,38.03950256,,7.802974884,29.74884175,,,,,,0,,,,,,,221,110,126,,97.19,1.5,1.12,10.4072,10.9091,42.0635,7.221006565,85.58052434,14.23220974,,84.78,89.13,86.96,74.07,69.23,44.83,68.97,30.95238095,20.51282051,57.14285714,20.93023256,3.174603175,77.77777778,,8.533916849,,,,92.06349206,70.42253521,89.47,88.15789474,51.31578947,80,0,,7.523510972,,,0.243842965,0,,,,73.3,13.9,2.4,12.4,18.3,88.4,326.9,1069.8,,,,,,,119.7268959,,,0.243842965,3,,64.14262821,7.291666667,28.56570513,10.26508742,13.56521739,66.34782609,20.08695652,30,13.33333333,55,282,53,,,,0,3.636363636,21.81818182,34.54545455,4.448871182,,,,36,8.778346745,168,,,3.901487442,0.975371861,65.4822335,6.154822335,25.57106599,1.71319797,14.65736041,36.92893401,19.92385787,28.48984772,,,,,,,,,,,67.23585912,27.10779082,39.91462113,,0.621118012,,,,,,,,1.078680203,211,104,119,,137
13,Dorchester/Ashburton,,,,,,,,,,,,,,,,,,,,36856.7714,36.7981,17.7795,16.9904,6.4918,21.9403,,17.0304,25.7992,"$88,500 ",29,60,68.8376,3.9136,2.8621,2.8037,3.1834,3424,47.57281553,7.766990291,,0.29,0.29,4.1,50.02915452,55.87349398,0,606.3084112,82.94392523,7.11641,55.06533175,,14.50873918,38.77481758,,,,,,0.084846428,,,,,,,618,325,557,,97.2,0.86,1.2,11.4887,9.2308,29.982,7.533333333,83.14285714,16.85714286,,58.87,77.27,67.57,66.37,68.42,41.24,59.6,33.50515464,38.1443299,50.46728972,26.08695652,1.436265709,85.31468531,,7,,,,90.55944056,32.86384977,83.04,82.14285714,39.28571429,127,5.5,,7.108013937,,,0.169692856,1.018157136,,,,73.6,12.6,3.2,14.7,22.2,89.7,283.5,1003.5,,,,,,,190.1408451,,,0.084846428,6,,55.15127282,14.04771425,30.80101293,20.30046225,17.0235546,66.29788246,16.67856293,117,11.11111111,211,1434,200,,,,0,8.056872038,26.06635071,45.02369668,5.23922927,,,,151,12.81181062,789,,,29.01747836,7.890717801,66.77912731,11.06612686,19.45569051,1.844354476,16.26180837,43.18488529,18.71345029,21.83985605,,,,,,,,,,,75.86052749,16.69646848,24.58649978,,0.496495327,,,,,,,,0.854700855,598,318,535,,47
14,Downtown/Seton Hill,,,,,,,,,,,,,,,,,,,,40685.8384,42.5729,14.8747,17.4279,8.9814,16.1432,,15.0763,43.0657,"$220,000 ",42,25,39.8519,2.0741,9.9259,12.7407,2.3704,675,37.03703704,3.703703704,,2.96,0,53.7,65.71428571,51.01177892,50.37037037,232.5925926,7.407407407,3.8248,291.9640087,,67.79398076,220.9121936,,,,,,0.155134967,,,,,,,107,47,71,,86.67,7.06,1.96,14.0187,14.8936,40.8451,9.333333333,86.2745098,16.8627451,,75,61.11,55.56,61.11,52.94,47.37,57.89,26.08695652,31.03448276,44.44444444,12.12121212,1.408450704,85.71428571,,8,,,,84.25925926,10.86956522,89.66,89.65517241,50,38,0,,5.652759085,,,7.911883339,25.59867878,,,,66,9.4,20.7,5.7,8.6,157.7,557.1,1153.8,,,,,,,262.7986348,,,4.498914055,137,,63.99427344,3.095919828,32.90980673,4.634342352,8.829762185,27.40758182,63.76265599,1242,22.78582931,3353,83488,3146,,,,3.568104251,4.801670146,25.02236803,38.65195347,2.226345083,,,,2573,396.5249767,55415,,,39.86968663,13.3416072,42.157147,3.885184111,16.38155987,34.966657,30.96549725,41.98318353,14.69991302,12.3514062,,,,,,,,,,,24.22895249,73.02028341,38.12170047,,0.148148148,,,,,,,,2.609452015,99,44,67,,52
15,Edmondson Village,,,,,,,,,,,,,,,,,,,,36245.3025,34.4605,22.5336,17.2257,8.1758,17.6044,,21.182,49.9203,"$56,444 ",40,40,66.0664,3.3545,3.178,1.7655,2.4364,2832,73.13432836,7.462686567,,1.06,0,1.1,53.54545455,58.72033024,0,464.3361582,96.75141243,8.08112,36.83544304,,8.860759494,27.46835443,,,,,,0.379746835,,,,,,,475,293,483,,98.94,0.21,0.71,14.5263,14.6758,35.8178,6.155075939,87.51763047,16.92524683,,86.96,66.25,65,54.46,60.19,25.26,53,22.4852071,33.93939394,56,22.72727273,2.070393375,78.57142857,,8.073541167,,,,97.5877193,52.4691358,86.27,84.31372549,40.19607843,136,0,,11.48977605,,,0.379746835,0.126582278,,,,72.9,11.3,0,6.4,28,95.6,286.7,1176.5,,,,,,,283.164557,,,0.126582278,2,,57.98919336,16.98186029,25.02894635,22.65122265,20.4595186,71.04303428,8.497447119,32,12.5,65,411,62,,,,0,4.615384615,23.07692308,36.92307692,6.914805624,,,,47,5.949367089,218,,,38.48101266,4.810126582,59.44126557,14.80982834,22.98889263,2.15415685,11.44395826,38.30360148,28.17233255,22.08010771,,,,,,,,,,,61.51362984,16.96556671,28.80200861,,0.282485876,,,,,,,,0.605856614,462,288,469,,18
16,Fells Point,,,,,,,,,,,,,,,,,,,,73801.4992,17.3151,8.9051,11.8283,11.7791,50.1724,,6.9496,30.099,"$244,000 ",21,191,51.6667,1.1029,1.2255,1.6422,5.2941,4080,22.3880597,0.995024876,,1.23,0,0,31.51476252,34.23848878,42.89215686,275.4901961,33.57843137,3.99798,78.21661688,,15.37780728,61.73249253,,,,,,0.221263414,,,,,,,190,69,84,,22.22,24.82,48.23,6.8421,8.6957,27.381,7.288629738,75.88652482,13.23877069,,88.68,77.5,77.5,79.17,86.96,54.55,80.95,35.71428571,52.17391304,66.66666667,18.18181818,1.19047619,62.5,,2.623906706,,,,75.38461538,22.22222222,89.8,91.15646259,62.58503401,160,0,,0.966494845,,,4.093373161,2.212634141,,,,77.2,4.2,0,5.3,6.8,60.1,290,1200,,,,,,,180.9934727,,,1.327580485,89,,80.82174929,4.34247755,14.83577316,5.098945544,10.9849918,25.62744356,63.38756464,525,11.80952381,528,5566,505,,,,0.553158535,5.871212121,23.48484848,39.58333333,1.12745098,,,,384,42.48257551,4643,,,56.5328023,8.076114614,64.6984127,8.238095238,8.936507937,14.95238095,20.26984127,44.57142857,20.87301587,14.28571429,,,,,,,,,,,51.49792259,46.14038924,13.47036956,,0,,,,,,,,3.174603175,186,66,77,,37
17,Forest Park/Walbrook,,,,,,,,,,,,,,,,,,,,37351.8502,37.0255,15.2783,20.3229,4.1865,23.1868,,19.1501,49.3377,"$70,000 ",35,49,58.1194,4.0944,6.211,6.4885,4.3373,2882,53.33333333,4,,1.73,1.04,0.6,40.82363474,63.63636364,0,493.7543373,59.33379598,13.4632,51.37577419,,13.09777642,37.56726571,,,,,,0.304599452,,,,,,,599,328,510,,97.7,0.59,1.06,9.8497,12.8049,32.7451,9.116214335,86.08490566,16.27358491,,79.58,75.53,72.34,78.76,76.11,41.35,61.54,35.83815029,40,55.12820513,22.16494845,0.784313725,78.89908257,,8.420320111,,,,82.00934579,37.23404255,86.47,86.46616541,51.87969925,,,,9.924623116,,,0.507665753,0.406132602,,,,74.5,10.6,1.2,6.8,15.7,95.2,292.2,1113.2,,,,,,,242.2580973,,,0.203066301,3,,57.654146,9.461374911,32.88447909,14.16070008,18.95014856,63.46979201,17.58005943,52,5.769230769,163,631,160,,,,0,9.202453988,23.31288344,47.2392638,6.489097793,,,,119,12.08244492,475,,,41.73012489,7.310386841,62.5238398,12.58741259,21.74189447,0.34965035,8.518753973,36.1411316,30.41958042,24.92053401,,,,,,,,,,,78.78960891,14.41621467,32.54353411,,0.381679389,,,,,,,,2.797202797,566,314,485,,46
18,Glen-Fallstaff,,,,,,,,,,,,,,,,,,,,40718.8827,33.6723,15.2026,18.9943,9.4244,22.7064,,16.3445,22.4096,"$127,450 ",54,92,75.529,1.8991,1.0852,1.3836,2.7672,3686,46.06741573,5.617977528,,0.81,0.54,2.5,47.22727273,44.63276836,0,587.3575692,86.81497558,4.03779,58.26739976,,12.20329891,44.92423226,,,,,,0.201153279,,,,,,,630,387,493,,83.28,4.54,10.15,9.5238,8.5271,27.3834,5.231788079,77.49253731,13.97014925,,66.39,73.63,67.78,66.98,77.36,55.45,71.29,39.50617284,43.58974359,52.80898876,25.14619883,0.811359026,83.03571429,,4.834437086,,,,82.7027027,15.23809524,90.91,91.34199134,47.18614719,162,0,,4.05904059,,,0.335255465,2.27973716,,,,78.6,8.4,1.6,4,17.3,63.1,218.3,980.8,,,,,,,190.8944616,,,0.268204372,15,,65.03835285,10.36536132,24.59628583,13.74648641,19.76378622,55.02591554,25.21029824,332,8.13253012,760,8267,724,,,,0.201153279,4.605263158,18.68421053,34.73684211,3.284044017,,,,498,33.39144428,3707,,,18.17084618,2.078583881,60.318405,10.13242077,23.62743639,5.594405594,19.00014879,36.63145365,25.15994644,19.20845112,,,,,,,,,,,64.48626499,28.25921991,27.33343451,,5.046120456,,,,,,,,0.327332242,598,343,472,,124
19,Greater Charles Village/Barclay,,,,,,,,,,,,,,,,,,,,30011.1336,43.5747,13.9081,18.282,6.7307,17.5045,,17.9814,28.2051,"$170,000 ",22,121,42.9886,1.922,6.7677,9.2853,4.1689,3694,45.6,2.4,,9.2,0,8.8,37.18181818,51.63333993,16.51326475,319.707634,22.46886844,5.87225,70.09944482,,14.94722714,54.11506314,,,,,,0.305045452,,,,,,,382,204,285,,84.22,8.53,4.12,12.0419,13.7255,36.8421,5.855338691,83.52941176,14.41176471,,80.95,69.44,70.83,70.49,85,48.65,72.22,38.29787234,38.1443299,54.16666667,23.36448598,2.105263158,85,,8.49598163,,,,98.60390905,9.689922481,90.7,91.47286822,55.03875969,112,0,,9.241837299,,,0.854127265,1.76926362,,,,73.1,9.7,3.9,2.1,10.7,107,366.3,1029.9,,,,,,,183.4543347,,,1.220181807,300,,50.49677664,6.295032234,43.20819113,11.09922439,13.72679045,42.49557913,43.77763042,615,18.04878049,995,7764,959,,,,0.183027271,5.527638191,23.01507538,39.89949749,2.686706125,,,,741,45.20773595,5390,,,69.36733573,4.331645415,46.49593621,7.192148443,21.39242447,17.75801257,30.67014262,33.33844502,19.41420028,16.57721208,,,,,,,,,,,59.3439663,26.51218778,45.39572675,,0.378992962,,,,,,,,7.161478301,366,193,276,,231
20,Greater Govans,,,,,,,,,,,,,,,,,,,,34578.5234,37.3513,18.8507,18.5055,9.0344,16.2582,,17.5997,26.4278,"$60,000 ",45,73,61.2765,2.8694,4.5052,4.6661,2.0649,3729,67.39130435,5.434782609,,0.27,0.54,3.6,41.87983343,55.41147132,0,506.0337892,81.52319657,8.67434,39.97753019,,9.830540212,29.77249321,,,,,,0.187248385,,,,,,,671,372,553,,96.49,1.81,1.1,9.389,9.6774,34.5389,7.080200501,85.62808557,17.49862863,,74.15,72.03,66.95,68.94,75.76,35.25,65.04,36.81318681,34.40860215,36.55913978,22.40437158,0.723327306,79.54545455,,9.273182957,,,,80.75880759,46.34146341,83.1,83.09859155,42.25352113,194,2.6,,10.15007899,,,0.280872577,0.655369347,,,,73.9,12.8,0,11.7,23.4,84.2,295.3,1065.7,,,,,,,235.6520925,,,0.093624192,7,,60.43386984,8.313505948,31.25262421,12.09283388,20.59994313,63.1077623,16.29229457,120,4.166666667,186,1051,177,,,,0,6.989247312,28.49462366,46.23655914,6.367690783,,,,122,11.42215148,577,,,43.81612209,5.055706395,57.05128205,9.757834758,27.9677113,3.323836657,16.45299145,35.80246914,24.40645774,23.33808167,,,,,,,,,,,58.71794872,26.8997669,32.19114219,,0.56315366,,,,,,,,1.899335233,651,362,526,,50
21,Greater Mondawmin,,,,,,,,,,,,,,,,,,,,38014.5485,32.4545,18.8665,18.3795,10.0306,20.2689,,12.6368,36.3077,"$57,000 ",40,42,51.4851,2.9994,11.357,6.6104,1.4269,3434,70.3125,3.125,,0.29,0,6.4,31.47410359,62.70627063,0,293.5352359,45.42807222,14.16457,93.86397769,,25.3164557,67.47479082,,,,,,0.965458056,,,,,,,545,297,501,,98.57,0.45,0.58,13.578,11.4478,28.5429,6.999255398,86.1309138,15.55411536,,83.62,62.61,58.26,66.33,72.45,31.18,55.79,36.4640884,42.26190476,46.98795181,28.30188679,0.598802395,84.96240602,,8.265078183,,,,79.52314165,21.46690519,83.96,90.56603774,42.45283019,154,0,,12.23793272,,,0.429092469,1.716369878,,,,71.2,14.6,2.7,10.8,29.3,114.1,316.3,866.7,,,,,,,217.4426089,,,0.321819352,6,,48.74517375,14.3983269,36.85649936,22.80254777,19.94581781,65.47578733,14.57839485,147,26.53061224,298,3354,279,,,,0.429092469,5.033557047,22.14765101,43.2885906,6.956166621,,,,209,22.42008153,2013,,,81.95666166,10.72731174,59.59821429,14.95535714,21.14158163,3.985969388,11.32015306,45.98214286,21.49234694,21.20535714,,,,,,,,,,,62.59060826,23.06965017,33.15474315,,0.378567268,,,,,,,,0.318877551,542,285,475,,106
22,Greater Roland Park/Poplar Hill,,,,,,,,,,,,,,,,,,,,106770.5625,9.482,8.1719,11.7221,10.0727,60.5513,,1.8671,2.8946,"$320,000 ",17,116,75.6864,0.43,0.0331,0.8601,4.962,3023,25.22522523,0,,0,0.33,0,34.68309859,49.19614148,6.946741647,403.9034072,18.19384717,3.24339,30.77131625,,2.304459808,28.33129999,,,,,,0,,,,,,,243,104,74,,22.91,58.03,4.5,2.0576,3.8462,9.4595,0,13.27623126,5.995717345,,95.24,96.43,96.36,100,97.73,81.48,85.19,76.47058824,81.81818182,80,42.85714286,0,75,,2.612826603,,,,99.45652174,0,94.44,96.2962963,64.81481481,122,0,,0.169109357,,,0.406669378,0.813338756,,,,84.4,3.4,0,0,2.1,29.7,161.1,1073.2,,,,,,,359.0890606,,,0.813338756,21,,77.05486879,2.819345044,20.12578616,3.529731197,1.236138884,19.5782585,79.18560262,115,9.565217391,425,3809,405,,,,0.677782296,2.117647059,17.41176471,31.76470588,0.802541381,,,,320,43.10695405,2539,,,7.45560526,10.03117799,79.35817242,7.15257003,6.037530596,4.40576557,24.80282839,46.64128366,16.23606201,12.31982595,,,,,,,,,,,65.14010244,18.55980717,4.067490208,,0,,,,,,,,3.045961382,228,97,75,,59
23,Greater Rosemont,,,,,,,,,,,,,,,,,,,,27625.9628,46.8357,18.1632,15.5059,8.0799,11.4154,,25.166,46.835,"$21,875 ",32,85,46.7058,2.8197,15.6896,7.6075,1.6471,7164,93.47826087,9.420289855,,1.68,0,6.5,48.39572193,65.20763187,0,224.0368509,50.3908431,11.31317,63.19123527,,19.47141596,42.94096267,,,,,,0.623085311,,,,,,,1418,813,1088,,98.36,0.49,0.93,12.7645,11.8081,38.2353,6.809279904,91.30547625,16.74020244,,77.53,51.42,53.55,59.84,72.95,34.73,58.24,27.01149425,30.43478261,38.37837838,24.74747475,2.665441176,83.12236287,,9.068996686,,,,86.34453782,57.21393035,84.85,84.84848485,45.45454545,101,0,,16.12463043,,,0.88270419,1.401941949,,,,70,15.2,2.1,10.4,38.2,111.2,336.2,990.3,,,,,,,227.3222909,,,0.051923776,10,,48.57032829,15.45200732,35.97766439,24.13533835,28.27380952,63.86328725,7.862903226,306,5.555555556,329,2289,312,,,,0.103847552,8.20668693,22.18844985,41.64133739,8.830146232,,,,238,12.35785866,1013,,,76.58756945,9.294355886,52.69448947,9.704213938,33.32658023,2.937601297,9.623176661,29.39627229,27.35008104,33.63047002,,,,,,,,,,,75.29839128,14.14980107,43.83324684,,0.321049693,,,,,,,,1.337115073,1382,786,1055,,7
24,Greenmount East,,,,,,,,,,,,,,,,,,,,24358.6322,54.0832,20.6476,10.7902,4.8526,9.6264,,25.3394,30.8271,"$32,450 ",88,52,28.617,1.2282,32.6947,27.1186,3.6355,4071,63.04347826,4.347826087,,16.95,0,25.6,48.03370787,55.08913168,1.473839352,104.642594,13.51019406,16.30763,79.66764418,,27.00391007,51.68621701,,,,,,0.977517107,,,,,,,580,315,490,,97.95,0.68,0.68,14.4828,14.6032,44.2857,10.39711191,92.27895392,19.8630137,,80.28,61.39,60.4,57.89,75.79,29.36,51.38,28.96551724,29.26829268,29.41176471,14.89361702,2.448979592,68.26923077,,12.5631769,,,,82.75862069,74.38016529,84.17,88.48920863,40.28776978,209,4.8,,20.56125202,,,1.588465298,0.845219229,,,,66.1,20.5,3.9,6.1,41.7,160.5,395.5,1395,,,,,,,228.4946237,,,0.122189638,20,,46.07566347,15.73498965,38.18934688,25.60490046,24.63662791,69.65843023,5.70494186,193,4.14507772,175,1130,168,,,,0,3.428571429,17.71428571,29.71428571,11.14931238,,,,138,16.86217009,682,,,127.3216031,17.47311828,34.70903838,9.492364837,44.20140322,8.419314899,16.38464713,31.98514239,20.47049113,31.15971936,,,,,,,,,,,56.35994587,33.49120433,55.95399188,,0.589535741,,,,,,,,3.177878663,568,304,470,,111
25,Hamilton,,,,,,,,,,,,,,,,,,,,65436.8731,16.3069,14.0626,14.7008,13.6893,41.2404,,5.7501,8.7909,"$120,000 ",40,104,78.8919,3.8004,0.5723,1.9689,2.0833,4368,30.07518797,3.759398496,,0.23,0.69,0,42.60869565,57.37179487,0,609.2032967,79.21245421,4.73148,47.22350408,,9.613905553,36.30210737,,,,,,0.076911244,,,,,,,572,397,518,,86.54,10.14,1.52,9.6154,9.8237,23.7452,5.917955615,73.31002331,15.90909091,,69.17,67.21,67.21,68.63,83.33,41.18,73.88,44.73684211,45.88235294,60.71428571,29.93630573,1.158301158,80.85106383,,6.119704102,,,,95.5955956,33.68421053,83.64,86.06060606,55.15151515,203,0,,4.149509028,,,1.230579911,0.922934933,,,,75,16,1.8,6.9,10.2,56.7,325.2,1034.5,,,,,,,192.4319335,,,0.384556222,10,,74.77971201,7.124435848,18.09585214,8.69850433,12.39584522,60.2670928,27.33706198,193,5.18134715,296,1950,286,,,,0.230733733,5.743243243,22.63513514,35.47297297,3.634538153,,,,208,15.99753884,1197,,,29.91847408,3.768650977,79.20159114,9.404744992,9.305299048,1.378036653,6.535019179,38.96860349,31.83690865,22.65946867,,,,,,,,,,,78.77116975,8.270972824,12.74123671,,0.480769231,,,,,,,,0.710328172,548,385,498,,14
26,Harbor East/Little Italy,,,,,,,,,,,,,,,,,,,,31547.3095,42.2042,16.7721,8.0285,4.3108,28.6845,,41.2229,63.465,"$292,900 ",35,51,37.6401,1.5339,2.0649,6.6667,1.7699,1695,53.65853659,0,,1.77,0,5.7,34.43877551,47.21701063,18.28908555,160.4719764,21.82890855,3.64251,155.539116,,32.18050675,119.4747549,,,,,,0.369890882,,,,,,,402,172,199,,91.42,1.11,6.8,20.6468,13.9535,36.1809,6.080206986,94.76031215,18.39464883,,40.32,70,71.67,51.35,63.01,33.33,64.58,29.50819672,33.82352941,29.62962963,26.82926829,2.010050251,68.88888889,,7.24450194,,,,63.54166667,49.29577465,88.24,90.58823529,50.58823529,142,0,,14.10018553,,,2.774181616,3.144072499,,,,72.7,20.3,0,17.3,16.9,97.4,303.4,941.2,,,,,,,276.8633253,,,1.849454411,85,,59.25925926,11.08407678,29.65666396,15.75710992,27.03480012,41.47253379,31.49266609,478,11.50627615,513,43434,474,,,,0.739781764,6.822612086,21.83235867,40.93567251,8.513743615,,,,336,61.95672277,7776,,,23.11818014,9.987053819,36.08547839,3.205439534,28.31471588,27.73190869,34.33705682,30.79164643,12.38465274,22.486644,,,,,,,,,,,49.72144847,39.13649025,44.3825441,,0.05899705,,,,,,,,4.662457504,396,169,186,,8
27,Harford/Echodale,,,,,,,,,,,,,,,,,,,,56066.6787,22.7034,16.021,15.6361,13.3458,32.2937,,9.875,20.3594,"$144,950 ",34,130,80.4709,3.2647,0.5342,2.2359,2.1369,5054,27.11864407,2.259887006,,0.2,0.4,0,35.14106583,50.32882012,0,630.9853581,78.15591611,4.79574,45.60840905,,9.561137835,35.15648198,,,,,,0.178157848,,,,,,,789,429,581,,84.39,11.24,3.31,9.379,9.324,23.4079,6.058921623,77.32949087,18.01152738,,81.18,72.6,68.71,69.17,78.95,50,68.31,43.90243902,48.88888889,53.27102804,23.59550562,1.376936317,75.78125,,5.225125069,,,,81.41135972,23.76237624,80.43,82.9787234,57.0212766,380,0,,3.496669838,,,0.296929746,0.593859493,,,,76,4.1,2.7,7,15.4,70.1,274.9,1205.1,,,,,,,149.6525922,,,0.534473544,30,,72.13756704,7.295479697,20.56695326,9.211092003,10.46374368,66.01180438,23.52445194,188,11.17021277,358,3000,338,,,,0.118771899,5.30726257,23.18435754,39.94413408,3.784783782,,,,229,13.59938239,1327,,,15.91543441,2.078508225,81.87959232,7.916567907,6.269258118,1.3391799,9.943114482,43.54112349,28.11092676,18.40483527,,,,,,,,,,,71.18164208,19.1327671,12.36775443,,0.217649387,,,,,,,,2.595401754,771,418,564,,69
28,Highlandtown,,,,,,,,,,,,,,,,,,,,70098.3366,19.512,11.9537,13.4926,9.8259,45.2159,,14.6377,52.1809,"$250,000 ",21,158,59.9558,1.42,1.704,3.3133,8.2045,3169,24.24242424,1.515151515,,2.52,1.26,0,26.63865546,40.52459016,22.72010098,372.6727674,52.06689808,7.32138,96.13793103,,21.10344828,74.34482759,,,,,,0.137931034,,,,,,,299,127,139,,25.19,23.24,47.98,11.7057,11.811,43.1655,5.309734513,84.4077961,11.54422789,,71.88,66.67,65,63.41,74.36,52.27,68.18,28.57142857,39.53488372,22.22222222,21.42857143,0.71942446,82.35294118,,8.14159292,,,,91.06145251,103.4482759,93.33,92.72727273,60,199,0,,3.036876356,,,4.827586207,1.931034483,,,,74.3,8.3,0,9,8.2,93.4,286.2,1186.4,,,,,,,278.2068966,,,0.413793103,7,,77.39831817,3.621074309,18.98060752,4.497974845,23.14623616,38.22038671,38.63337714,372,7.52688172,416,2813,401,,,,0.689655172,4.326923077,20.91346154,35.57692308,2.686183046,,,,286,39.44827586,1813,,,87.72413793,4.551724138,64.28900138,12.70133456,11.25172572,6.764841233,18.26967326,43.58030373,20.17947538,17.97054763,,,,,,,,,,,63.37662338,26.00649351,23.53896104,,0,,,,,,,,4.993097101,286,123,125,,31
29,Howard Park/West Arlington,,,,,,,,,,,,,,,,,,,,37521.122,30.1121,24.8904,15.3709,7.7049,21.9217,,16.2643,28.7309,"$115,000 ",40,50,73.9309,3.0409,2.2806,3.0409,3.1359,3157,53.24675325,9.090909091,,0.63,0.95,0,52.41886099,68.45124283,0,584.098828,86.47450111,7.70659,57.57380668,,11.58833809,45.24970109,,,,,,0.367883749,,,,,,,490,256,418,,96.01,0.81,1.99,12.0408,14.0625,26.555,6.529209622,81.10701107,15.86715867,,89.22,74,72,54.64,74.23,39.02,71.25,31.38686131,43.06569343,46.42857143,26.08695652,2.392344498,90.0990099,,7.903780069,,,,90.74550129,5.602240896,90.43,89.36170213,46.80851064,,,,5.719769674,,,0.183941874,0.735767497,,,,75.4,7.9,2.4,8.2,22.1,82.2,273.3,957.2,,,,,,,142.7388945,,,0.275912812,17,,59.08581043,11.96017947,28.9540101,16.83441879,17.40243902,67.02439024,15.57317073,152,15.78947368,248,3262,227,,,,0.275912812,5.241935484,20.96774194,36.29032258,4.360431404,,,,166,15.26717557,2351,,,21.33725743,10.57665778,76.15784499,6.639886578,13.68147448,2.859168242,16.63516068,29.34782609,27.19754253,26.8194707,,,,,,,,,,,62.86472149,25.87412587,19.67687485,,0.475134621,,,,,,,,0.661625709,471,246,403,,17
30,Inner Harbor/Federal Hill,,,,,,,,,,,,,,,,,,,,83784.3708,19.989,4.1011,14.0333,7.146,54.7307,,7.6571,20,"$314,000 ",23,321,60.4803,1.1925,0.4703,1.2932,4.6187,5954,24.17582418,0.824175824,,0.84,0.84,0,28.83939039,47.96773193,16.12361438,289.7211958,30.39973127,2.8231,88.29249319,,11.59082069,75.69039284,,,,,,0.077790743,,,,,,,226,76,92,,43.29,47.76,3.86,7.5221,15.7895,34.7826,8.629441624,60.97560976,13.00813008,,90,91.43,94.29,78.26,91.3,53.33,60,37.03703704,41.66666667,71.42857143,26.92307692,4.347826087,85,,4.060913706,,,,97.00598802,30,91.11,93.88888889,65.55555556,236,0,,2.55057168,,,3.267211202,4.417177914,,,,78.8,5.7,0,3.3,3.6,71.6,258.7,1046.4,,,,,,,252.5865422,,,2.022559315,1060,,79.14956012,4.164222874,16.68621701,5.014124294,10.51440936,23.37956133,66.10602931,494,17.20647773,908,16762,837,,,,0.388953715,3.744493392,20.92511013,37.7753304,1.856786727,,,,657,51.10851809,10921,,,39.20653442,4.356281602,71.89976988,5.574021989,4.832523651,16.09562772,22.97366402,43.67169522,20.48069547,12.87394528,,,,,,,,,,,48.96413111,45.88744589,15.52257267,,0.050386295,,,,,,,,1.598056763,218,75,86,,110
