num,csa,tpop13,male13,female13,paa13,pwhite13,pasi13,p2more13,ppac13,phisp13,racdiv13,age5_13,age18_13,age24_13,age64_13,age65_13,hhs13,femhhs13,fam13,hhsize13,mhhi13,hh25inc13,hh40inc13,hh60inc13,hh75inc13,hhm7513,gini13,hhpov13,hhchpov13,salepr13,dom13,shomes13,ownroc13,fore13,vacant13,vio13,resrehab13,totalres13,cashsa13,reosa13,,demper13,constper13,baltvac13,affordm13,affordr13,hista13X,homta13X,ownta13X,nomail13,crime13,,viol13,prop13,domvio13,juvarr13,juvviol13,juvdrug13,shoot13,gunhom13,caslt13,narc13,caracc13,,,,eattend13,mattend13,hsattend13,,aastud13,wstud13,hstud13,abse13,absmd13,abshs13,susp13,farms13,sped13,,ready13,math313,read313,math513,read513,math813,read813,hsaeng13,hsabio13,hsagov13,hsaalg13,drop13,compl13,,sclsw13,,,,sclemp13,teenbir13,termbir13,birthwt13,prenatal13,leadtest13,ebll13,leadv13,tanf13,,,liquor13,fastfd13,,,,lifexp13,mort1_13,mort14_13,mort24_13,mort44_13,mort64_13,mort84_13,mort85_13,,,,,,,libcard13,,,artbus13,artemp13,,empl13,unempl13,nilf13,unempr13,lesshs13,somecol13,bahigh13,comprop13,crehab13,numbus13,totemp13,smlbus13,wrkout13,,,banks13,biz1_13,biz2_13,biz4_13,prbprl13,,,,neiind13,neibus13,neiemp13,regvote13,voted13,dirtyst13,clogged13,drvalone13,carpool13,pubtran13,walked13,trav14_13,trav29_13,trav44_13,trav45_13,trees13,,,cmos13,waterc13,,,,,,heatgas13,elheat13,novhcl13,,weather13,wlksc13,,,,,bkln13,,othrcom13,eenrol13,menrol13,hsenrol13,hfai13,treeplnt13
31,Lauraville,,,,,,,,,,,,,,,,,,,,60800.1275,16.2656,13.8688,18.9304,11.7201,39.2152,,6.6146,7.8456,"$128,750 ",34,118,74.6372,3.0141,1.4512,2.4782,3.5946,4479,37.05882353,2.941176471,,0.67,1.12,0,40.4233871,52.37020316,0.446528243,608.8412592,61.3976334,7.22374,43.34718488,,7.577609386,35.1992178,,,,,,0.162959342,,,,,,,597,357,506,,84.5,11.59,1.95,8.0402,9.5238,29.6443,6.095890411,74.74069555,16.53447224,,62.5,72.17,73.04,72.38,78.1,42.57,71.84,40.625,43.37349398,52.94117647,24.70588235,2.371541502,79.8245614,,6.369863014,,,,96.21212121,25.11415525,89.55,90.29850746,61.94029851,138,0,,3.991741225,,,0.651837367,0.733317037,,,,75.3,9.7,1,11,15.4,60.5,321.2,1216.1,,,,,,,204.1065754,,,0.325918683,12,,66.69012433,9.359605911,23.95026976,12.30721777,10.12192317,54.14078675,35.73729009,131,8.396946565,271,1777,257,,,,0,5.904059041,21.40221402,47.9704797,3.367003367,,,,178,14.50338141,1120,,,32.02151063,4.807300579,79.91103203,8.932384342,7.526690391,2.010676157,8.84341637,44.41281139,30.60498221,16.13879004,,,,,,,,,,,76.03504929,10.38335159,10.07667032,,0.290243358,,,,,,,,1.619217082,574,346,488,,116
32,Loch Raven,,,,,,,,,,,,,,,,,,,,47124.0386,25.3796,15.3622,26.1484,15.1555,17.9543,,18.7333,33.9092,"$109,000 ",52,68,79.0593,3.4507,0.3309,2.7889,1.1581,4231,25,3.409090909,,0,0,0,40.92565598,54.38716285,0,600.0945403,67.83266367,2.92689,42.71438835,,11.10312847,31.28469728,,,,,,0.06531252,,,,,,,916,407,696,,97.34,0.44,1.05,7.0961,5.6511,21.6954,6.290242694,76.51680489,14.84068093,,78.26,78.07,75.94,73.91,88.04,45.24,67.72,37.39495798,44.48979592,54.6875,29.48717949,0.718390805,84,,6.042595344,,,,96.0470984,24.25373134,83.85,86.33540373,45.96273292,236,0,,4.394426581,,,0.195937561,0.261250082,,,,76.2,14.6,0,8.6,18.8,67.9,272.6,895.3,,,,,,,176.1478675,,,0.130625041,2,,64.13457282,8.924302789,26.94112439,12.21522055,16.3859549,61.15710344,22.45694167,50,28,246,1918,236,,,,0.195937561,4.06504065,21.13821138,36.17886179,3.655877914,,,,194,12.67062896,1333,,,21.61844426,4.441251388,69.73466003,11.58098397,17.20563847,0.843007186,10.55831951,43.21448314,25.29021559,20.93698176,,,,,,,,,,,70.23847889,25.2497583,21.80148244,,0.992673127,,,,,,,,0.635710337,894,399,676,,250
33,Madison/East End,,,,,,,,,,,,,,,,,,,,30859.828,46.8143,15.8806,16.4334,7.5975,13.2741,,31.5428,53.1237,"$26,250 ",29,34,24.9228,2.8721,20.6609,5.8369,1.7912,3238,85.33333333,8,,4.63,0,14.9,31.51658768,63.7254902,4.941321804,152.8721433,13.27980235,12.70101,86.23570235,,25.83215525,59.24688343,,,,,,1.156663668,,,,,,,744,391,504,,94.71,1.15,3.61,16.2634,17.1355,50.3968,8.602806589,93.87434555,18.21989529,,61.01,59.62,59.87,55.91,75.59,16.04,47.66,27.15231788,28.81355932,26.2295082,24.12060302,2.777777778,74.22680412,,11.89749847,,,,76.34146341,55.69620253,87.5,85.29411765,41.17647059,312,3.8,,26.4837626,,,1.670736409,5.012209228,,,,68.2,15.5,2.1,12.2,33.1,142.1,382.4,1157.9,,,,,,,270.9163347,,,0,0,,44.2764977,15.59447005,40.12903226,26.1433869,39.72190035,55.08690614,5.191193511,187,4.278074866,230,1297,222,,,,0,7.826086957,20.86956522,33.91304348,14.52599388,,,,182,23.39030973,858,,,94.33234803,10.40997301,36.98399326,10.44650379,38.03706824,12.13142376,18.61836563,33.06655434,19.16596462,29.14911542,,,,,,,,,,,73.44262295,14.05152225,53.7704918,,0.308832613,,,,,,,,2.401010952,722,376,479,,122
34,Medfield/Hampden/Woodberry/Remington,,,,,,,,,,,,,,,,,,,,60103.8846,20.9517,10.7964,21.8105,10.8223,35.6191,,7.8281,19.0676,"$178,000 ",28,226,66.8149,1.4525,0.8745,2.1639,3.6461,6747,24.27536232,0.724637681,,0.59,1.78,1.7,28.79246552,43.37187416,1.778568253,482.2884245,52.02312139,3.87727,56.36070853,,9.201748332,46.12376352,,,,,,0.057510927,,,,,,,526,252,334,,26.28,59.92,5.75,16.9202,13.8889,30.8383,3.776978417,67.7394636,14.25287356,,68,90.1,76,78.95,83.78,59.09,80,56.75675676,60.43956044,56.41025641,46.05263158,1.497005988,78.26086957,,4.496402878,,,,83.72093023,7.352941176,91.86,94.57013575,61.53846154,313,0,,2.136258661,,,1.035196687,1.035196687,,,,76.4,4.4,2.2,6.3,11.5,76.2,316.9,854,,,,,,,254.8309179,,,2.012882448,126,,78.26573874,5.431565475,16.30269578,6.515064287,14.64469465,35.28446797,50.07083737,544,21.32352941,929,9296,885,,,,0.287554635,3.552206674,19.37567277,34.12271259,1.942069331,,,,626,35.94432942,4966,,,36.69197147,4.025764895,65.03871967,8.466701084,8.879710893,11.82240578,27.60970573,38.31698503,20.96024781,13.11306144,,,,,,,,,,,68.66850552,18.63089268,18.944333,,0.088928413,,,,,,,,5.792462571,493,235,327,,172
35,Midtown,,,,,,,,,,,,,,,,,,,,36069.655,38.2352,14.8205,16.2381,9.0396,21.6666,,10.7872,25.4866,"$207,450 ",33,126,41.9767,2.5291,3.6047,8.6337,4.7384,3440,28.69565217,0.869565217,,2.33,0.58,29,28.96500372,47.18745504,62.20930233,282.2674419,11.91860465,5.76746,92.01065246,,16.37816245,74.76697736,,,,,,0.066577896,,,,,,,197,92,141,,75.25,14.65,6.93,11.1675,10.8696,32.6241,6.744186047,69.7029703,13.06930693,,72.5,79.31,73.33,73.53,74.29,41.67,75,41.66666667,42.59259259,52.94117647,23.68421053,2.127659574,80.55555556,,7.209302326,,,,98.97196262,3.205128205,94.06,91.08910891,66.33663366,71,0,,6.015960712,,,1.930758988,2.596537949,,,,76,7.8,2.9,2.9,12.5,87.1,276.7,764.7,,,,,,,309.9201065,,,2.796271638,578,,61.3332314,6.559131565,32.10763703,9.663250366,12.87959986,28.90317971,58.21722044,807,14.86988848,1209,14236,1146,,,,0.266311585,5.624483044,22.41521919,37.22084367,1.741839553,,,,856,56.99067909,6971,,,44.74034621,4.793608522,49.27463101,5.90387284,19.79311215,20.56263404,29.5193642,40.91081115,13.296329,16.27349565,,,,,,,,,,,45.21848547,48.98192633,35.20933425,,0.029069767,,,,,,,,4.465749968,185,89,135,,156
36,Midway/Coldstream,,,,,,,,,,,,,,,,,,,,34227.265,36.7799,21.5461,21.2901,8.1321,12.2519,,22.9826,34.6395,"$22,000 ",26,43,37.6808,2.5072,18.9007,8.7512,1.6393,4148,90.90909091,5.454545455,,4.1,0,11.1,35.60606061,69.14138154,0,148.0231437,27.72420444,15.80275,68.37073982,,20.98919368,45.92684954,,,,,,1.142975894,,,,,,,707,451,573,,98.61,0.35,0.54,11.0325,16.8514,44.5026,10.22530329,92.32293214,17.6820208,,79.66,63.04,60.14,57.35,74.26,29.71,51.41,26.63043478,32,30.33707865,21.42857143,2.966841187,70.1754386,,10.34084344,,,,78.45849802,58.41121495,88.19,87.5,38.88888889,242,5.4,,16.21501555,,,1.246882793,2.389858687,,,,68.8,8.8,8.4,20.8,30.3,115.9,328.7,1390.5,,,,,,,207.9177057,,,0.311720698,11,,55.53128413,11.70229365,32.76642222,17.44186047,24.88938053,69.31099874,5.799620733,282,4.255319149,254,2031,246,,,,0.103906899,4.330708661,17.71653543,35.43307087,10.06589093,,,,186,19.32668329,926,,,110.3491272,9.871155445,60.31649422,7.425441266,26.44552648,2.586731589,16.43335362,36.8533171,19.02008521,27.69324407,,,,,,,,,,,69.40509915,16.77683349,38.24362606,,0.361620058,,,,,,,,3.225806452,701,436,559,,4
37,Morrell Park/Violetville,,,,,,,,,,,,,,,,,,,,42176.5309,32.0332,15.0907,16.7439,12.0694,24.0628,,11.2931,17.3941,"$65,000 ",47,71,71.0843,3.3925,1.8389,2.6633,0.9512,3154,50,3.846153846,,0.63,0.32,0,38.75409836,40.92356688,0,595.7514268,85.60558022,5.59585,59.79473449,,11.37884873,48.08121374,,,,,,0,,,,,,,467,235,228,,28,58.79,7.63,16.06,21.2766,38.1579,5.591397849,80.46511628,12.65116279,,80.68,77.38,69.05,68.6,77.91,44.87,78.21,41.79104478,53.03030303,65.30612245,26.47058824,1.315789474,73.80952381,,3.76344086,,,,63.55140187,34.48275862,92.54,92.53731343,52.23880597,202,0,,3.381147541,,,1.115573405,1.673360107,,,,72.7,10.2,0,17.5,16.3,106.7,384.2,737.9,,,,,,,62.13743864,,,0.11155734,1,,62.22581805,9.403092413,28.37108954,13.19707292,31.5764407,56.56453405,11.85902524,477,10.90146751,428,6935,390,,,,0.11155734,5.607476636,19.1588785,32.71028037,3.558571033,,,,259,28.89335118,3539,,,41.16465863,4.127621598,65.67460317,19.07596372,7.057823129,5.89569161,20.71995465,46.48526077,17.03514739,15.75963719,,,,,,,,,,,63.01695924,22.58256471,23.20737876,,0.190234623,,,,,,,,2.295918367,439,226,217,,184
38,Mt. Washington/Coldspring,,,,,,,,,,,,,,,,,,,,73984.9167,21.6694,9.4595,14.2149,13.6168,41.0393,,5.0243,8.3164,"$308,000 ",26,58,82.8681,1.5326,0.0547,0.4926,4.8166,1827,20,0,,0,0.55,0,26.66666667,36.56343656,2.1893815,524.3568692,26.272578,1.14379,28.83126935,,2.321981424,26.31578947,,,,,,0,,,,,,,187,65,85,,47.12,40.85,2.76,3.7433,4.6154,14.1176,2.670623145,28.57142857,8.771929825,,100,90.48,93.02,92.31,100,80,93.33,71.42857143,68.18181818,95.23809524,54.54545455,0,94.73684211,,1.18694362,,,,82.30088496,0,86.96,89.85507246,71.01449275,98,0,,0.419815281,,,0.193498452,0.96749226,,,,81.4,3.1,0,0,6.6,29.6,212,1226.3,,,,,,,224.2647059,,,1.354489164,27,,83.85636693,3.922751961,12.22088111,4.468889653,5.273782488,25.25864244,69.46757507,98,14.28571429,238,2856,220,,,,0,0.840336134,18.06722689,36.55462185,0.629844961,,,,171,33.08823529,2325,,,16.25386997,3.289473684,79.21623513,9.062281316,9.762071379,0.454863541,16.72498251,47.09587124,18.99930021,17.17984605,,,,,,,,,,,60.22498996,29.5299317,7.713941342,,0.273672687,,,,,,,,1.504548635,168,61,85,,15
39,North Baltimore/Guilford/Homeland,,,,,,,,,,,,,,,,,,,,74276.5711,19.9401,8.4932,12.0639,6.6429,52.86,,6.8631,9.2791,"$370,000 ",28,196,75.491,0.5892,0.3928,1.0998,4.4776,5092,28.50877193,1.315789474,,0.39,0.98,0,32.16266174,56.94214876,3.338570306,478.2010998,19.44226237,2.59802,32.75309208,,3.435639029,29.20293175,,,,,,0,,,,,,,273,147,118,,40.07,50.16,3.75,4.0293,8.8435,22.8814,3.159851301,28.17589577,9.446254072,,95,88.89,100,81.36,96.49,80,94.55,63.41463415,54.28571429,70.58823529,17.24137931,0.847457627,87.87878788,,3.903345725,,,,100,0,89.55,88.05970149,67.1641791,256,0,,0.645359557,,,0.114521301,0.687127806,,,,83.8,0,0,1.5,6.1,39.4,159.8,932.9,,,,,,,188.0439762,,,0.629867155,49,,56.84872299,4.36935167,38.78192534,7.150205761,4.25490003,22.16093765,73.58416232,234,17.94871795,504,3984,479,,,,0,3.571428571,19.84126984,40.47619048,0.673400673,,,,367,21.01465873,2295,,,15.91846083,4.580852038,63.24127296,6.715267069,10.06589093,16.23440348,25.94981074,46.40403757,15.5194168,12.12673489,,,,,,,,,,,64.85975418,24.58241412,16.73495115,,0.019638649,,,,,,,,3.743165568,254,140,111,,76
40,Northwood,,,,,,,,,,,,,,,,,,,,57690.6462,18.9867,14.1568,18.9977,13.8992,33.9597,,7.5232,11.9085,"$109,900 ",42,77,82.0227,2.3784,0.45,2.5284,1.6713,4667,39.04761905,3.80952381,,0,0.21,0,36.29546307,55.14563107,0.428540819,702.3784015,93.42189844,3.57999,37.31298444,,9.132968816,27.09847984,,,,,,0.240341285,,,,,,,670,359,550,,96.67,1.42,1.47,9.403,7.2423,26.7273,6.396453452,78.60262009,14.13755459,,78.06,83.7,77.04,77.05,81.97,45.3,69.49,36.52694611,43.22916667,40.24390244,29.35323383,1.090909091,71.94244604,,7.156428119,,,,95.42334096,16.36904762,87.88,88.48484848,52.12121212,172,0,,6.478076379,,,0.120170642,0.420597248,,,,76.3,14.9,0,4.2,21.2,72.2,222.9,1034.1,,,,,,,218.890825,,,0.180255963,10,,55.45269104,10.05805743,34.48925153,15.35329341,12.60082628,63.36808971,24.03108401,63,7.936507937,182,3334,173,,,,0.060085321,6.043956044,22.52747253,42.85714286,3.416422287,,,,114,6.849726612,1878,,,28.05984498,4.446313766,65.28735632,13.14655172,14.78448276,5.057471264,12.16954023,39.71264368,27.88793103,20.22988506,,,,,,,,,,,74.00262221,14.30979584,12.64281701,,0.407113778,,,,,,,,1.724137931,646,340,537,,138
41,Oldtown/Middle East,,,,,,,,,,,,,,,,,,,,13886.6339,63.07,14.4967,10.4786,3.6242,8.3305,,50.5488,68.9916,"$102,000 ",31,41,38.6851,2.1453,34.6713,12.526,11.7647,1445,54.16666667,2.083333333,,6.23,0.69,58.5,45.20547945,45.73690621,11.07266436,258.8235294,23.52941176,7.1318,95.69903203,,33.13042611,61.07174933,,,,,,0.39916176,,,,,,,738,350,454,,96.65,0.6,1.92,16.3957,15.7143,46.0352,9.662775616,93.03346133,18.3763028,,77.22,65.63,57.81,47.79,61.06,32.74,57.02,21.58273381,27.71084337,41.93548387,20.60301508,3.083700441,77.64705882,,9.338521401,,,,71.60243408,41.54302671,84.3,86.62790698,43.60465116,138,0,,19.79002625,,,0.798323521,4.118993135,,,,72.5,10.4,5.1,6.1,21.4,105.4,292.6,896.6,,,,,,,284.9017064,,,0.09979044,3,,36.18798956,14.81288077,48.99912968,29.0443686,36.12427593,51.50078989,12.37493418,487,13.14168378,561,14974,521,,,,0.39916176,1.782531194,14.61675579,28.16399287,9.008649368,,,,439,43.20926055,6419,,,43.00967967,9.979044008,35.25641026,9.319526627,38.46153846,14.99013807,25.64102564,22.33727811,21.20315582,30.81854043,,,,,,,,,,,46.88943222,48.08475958,69.84515077,,3.044982699,,,,,,,,1.972386588,735,340,432,,29
42,Orangeville/East Highlandtown,,,,,,,,,,,,,,,,,,,,39419.8476,34.561,17.9618,20.0483,9.1713,18.2576,,12.6265,23.0009,"$94,500 ",28,85,52.469,1.6276,1.5448,2.6483,3.531,3625,48,4,,0.28,12.69,0,50.76775432,52.51748252,1.103448276,419.0344828,80.82758621,6.619,93.63706056,,20.69871865,71.62413755,,,,,,0.10951703,,,,,,,663,258,300,,22.24,20.96,53.85,11.9155,13.1783,41.6667,3.767403767,88.07769591,13.06095111,,70,58.93,65.14,72.55,77.55,46.51,66.67,34.28571429,36.73469388,39.70588235,16.83168317,2.333333333,81.13207547,,4.668304668,,,,84.12017167,90.90909091,92.31,94.35897436,42.56410256,279,1.8,,5.754669359,,,3.175993867,2.518891688,,,,72.6,5.1,0,4.9,14,121.9,307.4,1273.7,,,,,,,251.4511006,,,0.657102179,58,,63.32632212,8.173076923,28.50060096,11.45986939,39.21341816,49.20474263,11.58183921,625,16.96,594,10766,553,,,,0.32855109,3.535353535,15.48821549,29.46127946,4.259747468,,,,331,36.2501369,6490,,,76.77143796,6.571021794,53.03423849,17.04840614,19.74025974,7.981109799,10.64935065,38.91381346,30.15348288,20.28335301,,,,,,,,,,,67.20125786,17.89308176,25.94339623,,0.137931034,,,,,,,,2.195985832,614,238,281,,73
43,Patterson Park North & East,,,,,,,,,,,,,,,,,,,,56602.3931,26.6888,10.1991,17.1617,8.2343,37.7161,,25.8901,43.3927,"$201,000 ",28,291,47.1013,2.0896,3.7863,2.9065,7.117,6365,34.96143959,2.05655527,,0,0,2.9,33.02521008,51.13268608,29.69363708,316.889238,39.5915161,12.00427,89.55941989,,19.24530896,69.62677847,,,,,,0,,,,,,,936,473,535,,63.39,7.58,26.78,10.3632,15.0106,41.4953,9.053497942,89.73568282,14.27312775,,66.32,71.58,65,73.53,79.64,33.61,64.71,32.41758242,31.06796117,41.42857143,20.30456853,2.429906542,72.11538462,,8.384773663,,,,96.32352941,67.1641791,86.93,86.92579505,52.65017668,228,0,,8.75591616,,,1.237198433,1.305931679,,,,71.6,9.7,2.4,11.2,15,119.2,330.4,1229.5,,,,,,,289.6418998,,,0.068733246,14,,65.02737144,9.288342457,25.6842861,12.51965647,25.49330689,40.33713436,34.16955875,161,9.937888199,218,1345,209,,,,0,5.963302752,21.10091743,38.99082569,5.709740145,,,,153,10.44745343,686,,,126.8128394,6.873324627,55.78337104,13.36255656,18.5520362,8.922511312,14.74830317,42.43495475,27.57352941,15.24321267,,,,,,,,,,,66.04324956,23.5534775,29.28112215,,0.157109191,,,,,,,,3.379524887,894,447,499,,80
44,Penn North/Reservoir Hill,,,,,,,,,,,,,,,,,,,,31316.638,41.4609,21.1858,15.2656,6.5986,15.4891,,29.6016,44.697,"$83,500 ",30,72,36.1624,3.1198,16.2697,15.6323,4.1597,2981,53.33333333,4,,3.02,0,6,45.92511013,53.0283081,21.1338477,277.7591412,27.5075478,16.66978,60.81919735,,15.61853537,43.75258585,,,,,,1.034340091,,,,,,,660,342,516,,97.39,1.22,0.83,14.3939,15.4971,41.8605,10.14492754,90.61632426,18.43420322,,81.87,75.21,58.97,78.95,72.63,21,58.82,25.76687117,29.05405405,33.84615385,21.50537634,4.069767442,75.3968254,,7.575757576,,,,78.04878049,47.05882353,81.94,86.11111111,38.88888889,202,0,,18.51485149,,,0.930906082,0.724038064,,,,70.2,14.3,0,14.7,40.7,103.3,341.5,1175.4,,,,,,,261.894911,,,0.310302027,319,,48.66511898,13.66802089,37.66686013,21.9273743,23.96423249,53.88971684,22.14605067,142,2.816901408,189,1717,181,,,,0,8.465608466,22.22222222,38.0952381,7.731184264,,,,132,13.6532892,869,,,94.64211833,7.757550683,49.24924925,18.85885886,25.70570571,4.114114114,18.4984985,36.66666667,25.31531532,19.51951952,,,,,,,,,,,56.18285714,35.90857143,46.51428571,,0.26836632,,,,,,,,2.072072072,636,334,487,,55
45,Pimlico/Arlington/Hilltop,,,,,,,,,,,,,,,,,,,,31947.5599,42.2081,15.785,18.6428,7.3055,16.0586,,19.9132,37.0072,"$57,500 ",35,34,53.0638,2.8731,13.4503,6.8396,1.5001,3933,69.56521739,1.449275362,,9.41,0.76,19.3,50.22278803,57.59557344,0,171.8789728,57.46249682,12.12121,58.22613406,,14.13337847,42.3155044,,,,,,0.507786053,,,,,,,744,424,591,,97.61,0.9,0.9,12.5,12.9717,39.0863,9.891984082,89.23230309,17.04885344,,80.92,58.67,64,59.18,66.22,39.39,62.41,29.84293194,31.60621762,36.73469388,18.51851852,2.030456853,83.78378378,,7.276861853,,,,91.47025814,56.37254902,88.06,86.56716418,41.04477612,237,0,,10.86309524,,,0.846310088,2.11577522,,,,68.8,18.4,1,7.3,35.8,128.9,331,1232.1,,,,,,,213.0162492,,,0.169262018,4,,51.25810636,11.73800259,37.00389105,18.63290097,26.68964668,65.89929829,7.411055029,208,9.615384615,409,4163,398,,,,0.084631009,6.84596577,26.89486553,41.07579462,7.593265104,,,,335,28.35138795,3615,,,45.87000677,7.362897766,53.78616352,11.9245283,28.95597484,2.767295597,10.03773585,40.10062893,22.08805031,27.77358491,,,,,,,,,,,62.77951431,22.62563116,40.27410435,,0.533943555,,,,,,,,2.566037736,719,414,567,,8
46,Poppleton/The Terraces/Hollins Market,,,,,,,,,,,,,,,,,,,,19026.4319,62.3863,12.515,10.1335,4.9921,9.973,,44.7796,63.242,"$117,450 ",38,30,30.8254,2.7757,15.4858,28.9262,3.2871,1369,64.51612903,9.677419355,,5.11,0,34,41.27906977,58.07200929,29.94886779,130.752374,9.495982469,11.16883,84.93904837,,25.56036178,58.00235942,,,,,,0.196618168,,,,,,,349,188,286,,96.67,1.88,1.04,21.49,23.4043,39.8601,13.00121507,93.33333333,19.16666667,,84.21,60.66,58.33,40.74,58.18,32.73,52.83,27.17391304,36.55913978,28.57142857,21.62162162,1.748251748,84.12698413,,11.30012151,,,,88.37209302,65.47619048,87.88,85.85858586,44.44444444,43,0,,23.75478927,,,1.966181675,2.35941801,,,,67.8,12.4,2,18.6,27.4,151.9,405.5,1055.6,,,,,,,238.4978372,,,0.393236335,6,,53.75457875,11.38583639,34.85958486,17.47891284,30.96510531,52.6249607,16.40993398,236,8.050847458,156,1162,148,,,,0.196618168,11.53846154,26.28205128,44.23076923,8.368532207,,,,98,19.26858042,594,,,101.6515926,7.668108533,37.00120919,2.176541717,36.75937122,22.73276904,20.43530834,32.04353083,16.80773881,30.71342201,,,,,,,,,,,61.61290323,33.77880184,61.79723502,,0.146092038,,,,,,,,1.330108827,343,185,282,,45
47,Sandtown-Winchester/Harlem Park,,,,,,,,,,,,,,,,,,,,24822.4049,48.9238,18.251,16.2614,9.1891,7.3748,,31.5895,47.6349,"$32,000 ",26,67,30.7553,1.5666,34.3338,18.684,1.1379,6064,92.5,7.5,,4.78,0,17.1,35.64695801,54.73501303,0.494722955,114.6108179,10.22427441,12.34001,68.67615467,,22.42212675,44.44146079,,,,,,0.939849624,,,,,,,1137,551,783,,98.43,0.42,1.01,13.0167,14.7005,43.4227,8.458114124,93.34030683,16.91073919,,83.6,57.34,50.92,56.28,61.62,25.3,49.4,27.37642586,32.91139241,32.20338983,21.84300341,2.937420179,77.21518987,,10.96721975,,,,79.23156802,46.03174603,81.93,81.09243697,37.39495798,291,0,,23.77100187,,,1.34264232,1.275510204,,,,69.7,9.7,2.1,15.7,30.3,126.1,380.4,1027.9,,,,,,,228.4505908,,,0.067132116,2,,47.69402776,13.96627224,38.33969999,22.73968447,30.08074045,64.45450965,5.464749902,189,2.645502646,281,1807,266,,,,0,7.473309609,27.75800712,42.70462633,10.37445731,,,,219,14.7019334,1065,,,128.8265306,8.592910849,46.25490196,6.980392157,42.94117647,2.509803922,13.50980392,23.92156863,28.43137255,34.1372549,,,,,,,,,,,66.19876474,27.00729927,58.18828374,,0.346306069,,,,,,,,1.31372549,1116,543,755,,41
48,South Baltimore,,,,,,,,,,,,,,,,,,,,92130.0654,15.9456,5.943,13.3299,9.3793,55.4022,,5.1123,7.0667,"$309,750 ",15,218,70.4121,1.0673,0.3854,0.7708,7.2636,3373,15.73033708,1.123595506,,1.48,0.3,0,28.31184056,37.5,3.261191817,343.6110288,47.73198933,2.21614,47.61161411,,2.809865751,44.3334374,,,,,,0,,,,,,,142,55,55,,8.18,86.97,2.12,11.2676,16.3636,27.2727,1.984126984,57.57575758,11.21212121,,90.48,86.21,86.21,89.47,94.74,58.82,82.35,58.33333333,73.33333333,72.72727273,46.15384615,3.636363636,75,,0,,,,68.08510638,46.15384615,95.71,94.28571429,71.42857143,163,0,,0.777604977,,,2.029347487,1.2600126,,,,75.8,4.8,4,0,7.9,78.1,329.7,1582.1,,,,,,,175.3044021,,,0.156103653,3,,83.79951192,6.307490145,9.892997935,7.019009818,12.15679191,29.87716763,57.96604046,258,21.70542636,295,9401,267,,,,0.468310958,6.779661017,26.10169492,42.03389831,1.693140164,,,,196,30.59631595,8346,,,34.18669997,5.151420543,78.73406193,7.695810565,3.597449909,7.900728597,26.00182149,38.5701275,22.35883424,13.06921676,,,,,,,,,,,75.40610786,19.55815465,9.909031839,,0,,,,,,,,2.071948998,139,52,50,,36
49,Southeastern,,,,,,,,,,,,,,,,,,,,31152.4641,46.6748,20.2683,15.7265,5.1335,12.1969,,24.4696,48.9123,"$83,000 ",36,39,65.1747,2.3472,2.0197,2.6201,1.6921,1832,60.41666667,6.25,,1.64,0.55,0,40.56603774,54.20792079,1.091703057,522.9257642,92.79475983,5.83864,62.4600639,,12.61980831,49.20127796,,,,,,0,,,,,,,367,179,176,,48.81,20.05,28.43,4.9046,5.0279,43.1818,4.016620499,88.22197055,16.0815402,,93.75,87.5,73.21,69.35,66.13,52.27,54.55,25.92592593,42,37.5,32.75862069,2.840909091,82.35294118,,7.479224377,,,,94.65240642,53.39805825,94.17,92.5,43.33333333,,,,7.975034674,,,2.555910543,1.757188498,,,,72.3,9,1.8,6.8,23.5,101.8,308.8,992.5,,,,,,,130.1916933,,,0.479233227,14,,57.22222222,10.50505051,32.27272727,15.68036185,28.26350206,60.62000484,11.1164931,434,32.94930876,411,7483,378,,,,0.479233227,3.649635036,18.73479319,35.03649635,4.591730729,,,,199,31.78913738,3230,,,24.9201278,7.028753994,68.8305709,8.701657459,14.08839779,7.458563536,23.38858195,33.88581952,25.18416206,17.54143646,,,,,,,,,,,74.7826087,19.62732919,34.49275362,,0.054585153,,,,,,,,0.920810313,343,163,171,,
50,Southern Park Heights,,,,,,,,,,,,,,,,,,,,24175.1948,50.5209,14.1176,15.4002,6.524,13.4372,,38.4199,54.0628,"$28,500 ",57,40,45.1113,2.8257,18.5296,12.8032,2.0005,3999,84.375,6.25,,0.25,0,24.3,42.62008734,58.75785066,0.250062516,229.3073268,36.25906477,13.84176,58.03974706,,16.93766938,40.49984944,,,,,,0.602228245,,,,,,,874,450,691,,97.27,0.71,1.34,16.5904,18.2222,39.9421,8.039702233,89.30369128,16.73657718,,63.16,58.49,57.5,50.68,69.13,37.72,73.28,38.24884793,33.33333333,44.14414414,24.11067194,1.736613603,76.51006711,,9.776674938,,,,80.26819923,35.38175047,83.9,81.95121951,40.97560976,,,,16.03153745,,,0.677506775,0.526949714,,,,69.6,17.2,2.3,12.3,31.8,116.2,334.9,1260.9,,,,,,,193.9174947,,,0.301114122,17,,45.65238994,16.3668886,37.98072145,26.45358175,27.66794218,62.86139456,9.470663265,177,6.214689266,234,1750,224,,,,0,8.11965812,25.64102564,38.03418803,9.072457885,,,,160,12.04456489,714,,,67.37428485,8.807588076,49.04153355,11.22774989,34.96120493,3.514376997,10.77133729,34.11684162,24.48653583,30.62528526,,,,,,,,,,,62.90591174,25.49958368,43.06827644,,0.425106277,,,,,,,,1.255134642,841,430,657,,57
